,Product,EU Designation,Designated Orphan Indication,Sponsor,Designation date,TradenameEU Centralised NrImplemented on,drug_qid,indication,doid,hpo,ordo,mesh,indication_qid_doid,indication_qid_ordo,indication_qid_mesh
74,"(2S)-2-{[(2R)-2-[({[3,3-dibutyl-7-(methylthio)-1,1-dioxido-5-phenyl-2,3,4,5-tetrahydro- 1,2,5-benzothiadiazepin-8-yl]oxy}acetyl)amino]-2-(4-hydroxyphenyl)acetyl]amino}butanoic acid",EU/3/12/1040,Treatment of Alagille syndrome,Albireo AB,09/08/2012,,,alagille syndrome,http://purl.obolibrary.org/obo/DOID_9245,,http://www.orpha.net/ORDO/Orphanet_52,D016738,Q1544408,,Q1544408
75,"(2S)-2-{[(2R)-2-[({[3,3-dibutyl-7-(methylthio)-1,1-dioxido-5-phenyl-2,3,4,5-tetrahydro- 1,2,5-benzothiadiazepin-8-yl]oxy}acetyl)amino]-2-(4-hydroxyphenyl)acetyl]amino}butanoic acid",EU/3/12/1041,Treatment of primary biliary cirrhosis,Albireo AB,09/08/2012,,,primary biliary cirrhosis,http://purl.obolibrary.org/obo/DOID_12236,http://purl.obolibrary.org/obo/HP_0002613,http://www.orpha.net/ORDO/Orphanet_186,D008105,Q1072420,Q1072420,Q1072420
76,(2S)-2-[(4R)-2-oxo-4-propyltetrahydro-1H-pyrrol-1-yl] butanamide,EU/3/05/315,Treatment of progressive myoclonic epilepsies,UCB Pharma S.A.,26/08/2005,,,progressive myoclonic epilepsies,,,,D020191,,,Q7248853
77,"3-{[2,3,5,6-tetrafluoro-3'-(trifluoromethoxy)biphenyl-4-yl]carbamoyl}thiophene-2-carboxylic acid",EU/3/15/1507,Treatment of non-infectious uveitis,Panoptes Pharma Ges.m.b.H,19/06/2015,,,noninfectios uveitis,,,,,,,
78,3-[2-(4-carbamimidoyl-phenylcarbamoyl)-5-methoxy-4-vinyl-phenyl]-6-(cyclopropylmethyl-carbamoyl)-pyridine-2-carboxylic acid,EU/3/15/1431,Treatment of hereditary angioedema,BioCryst UK Ltd.,12/02/2015,,,hereditary angioedema,http://purl.obolibrary.org/obo/DOID_14735,,http://www.orpha.net/ORDO/Orphanet_91378,D054179,Q2096745,,Q2096745
79,3-[4-(1H-imidazol-1-ylmethyl)phenyl]-5-(2-methylpropyl)thiophene-2-[(N-butyloxylcarbamate)-sulphonamide] sodium salt,EU/3/16/1692,Treatment of idiopathic pulmonary fibrosis,Vicore Pharma AB,14/07/2016,,,idiopathic pulmonary fibrosis,http://purl.obolibrary.org/obo/DOID_0050156,,http://www.orpha.net/ORDO/Orphanet_2032,D054990,Q2290446,,Q2290446
80,"3-(4'aminoisoindoline-1'-one)-1-piperidine-2,6-dione",EU/3/03/177,Treatment of multiple myeloma,Celgene Europe Limited,12/12/2003,RevlimidEU/1/07/39119/06/2007,,multiple myeloma,http://purl.obolibrary.org/obo/DOID_9538,http://purl.obolibrary.org/obo/HP_0006775,http://www.orpha.net/ORDO/Orphanet_29073,D009101,Q467635,,Q467635
81,"3-(4'aminoisoindoline-1'-one)-1-piperidine-2,6-dione",EU/3/04/192,Treatment of myelodysplastic syndromes,Celgene Europe Limited,08/03/2004,RevlimidEU/1/07/39117/06/2013,,myelodysplastic syndromes,,,,D009190,,,Q954625
82,"3,4-diaminopyridine phosphate",EU/3/02/124,Treatment of Lambert-Eaton myasthenic syndrome,BioMarin Europe Ltd.,18/12/2002,FirdapseEU/1/09/60128/12/2009,,lamberteaton myasthenic syndrome,http://purl.obolibrary.org/obo/DOID_0050214,,http://www.orpha.net/ORDO/Orphanet_43393,D015624,Q1756898,,Q1756898
83,"(3-[5-(2-fluoro-phenyl)-[1,2,4]oxadiazole-3-yl]-benzoic acid",EU/3/05/277,Treatment of cystic fibrosis,PTC Therapeutics International Limited,27/05/2005,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
84,"(3-[5-(2-fluoro-phenyl)-[1,2,4]oxadiazole-3-yl]-benzoic acid",EU/3/05/278,Treatment of Duchenne muscular dystrophy,PTC Therapeutics International Limited,27/05/2005,TranslarnaEU/1/13/90205/08/2014,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
85,"3-(5-amino-2-methyl-4-oxoquinazolin-3(4H)-yl)piperidine-2,6-dione hydrochloride",EU/3/16/1672,Treatment of diffuse large B-cell lymphoma,Celgene Europe Limited,27/06/2016,,,diffuse large bcell lymphoma,http://purl.obolibrary.org/obo/DOID_0050745,,http://www.orpha.net/ORDO/Orphanet_544,,Q2626074,,
86,"3,5-diiodothyropropionic acid",EU/3/13/1193,Treatment of Allan-Herndon-Dudley syndrome,CATS Consultants GmbH,07/10/2013,,Q27252433,allanherndondudley syndrome,http://purl.obolibrary.org/obo/DOID_0050631,,http://www.orpha.net/ORDO/Orphanet_59,,Q4731121,Q4731121,
87,"3-(6-(1-(2,2-difluorobenzo [d] [1,3] dioxol-5-yl)cyclopropanecarboxamido)-3-methylpyridin-2-yl)benzoic acid",EU/3/10/761,Treatment of cystic fibrosis,Vertex Pharmaceuticals (Europe) Limited,04/08/2010,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
88,3-Chloro-4-fluorophenyl-[4-fluoro-4-{[(5-methylpyrimidin-2-ylmethyl) amino]methyl}piperidin-1-yl]methanone,EU/3/14/1242,Treatment of Rett syndrome,Neurolixis UK Ltd.,19/02/2014,,,rett syndrome,http://purl.obolibrary.org/obo/DOID_1206,,http://www.orpha.net/ORDO/Orphanet_778,D015518,Q917357,,Q917357
89,3-methoxy-pregnenolone,EU/3/07/511,Treatment of spinal cord injury,MAPREG SAS,04/12/2007,,Q27270371,spinal cord injury,,,,D013119,,,Q1415275
90,3-pentylbenzeneacetic acid sodium salt,EU/3/15/1550,Treatment of idiopathic pulmonary fibrosis,ProMetic Pharma SMT Limited,09/10/2015,,,idiopathic pulmonary fibrosis,http://purl.obolibrary.org/obo/DOID_0050156,,http://www.orpha.net/ORDO/Orphanet_2032,D054990,Q2290446,,Q2290446
91,3-pentylbenzeneacetic acid sodium salt,EU/3/16/1810,Treatment of Alstr&ouml;m syndrome,ProMetic Pharma SMT Limited,12/01/2017,,,alstr&oml;m syndrome,,,,,,,
92,"(3S)-(+)-(5-chloro-2-methoxyphenyl)-1,3-dihydro-3-fluoro-6-(trifluoromethyl)-2H-indol-2-one",EU/3/14/1334,Treatment of fragile X syndrome,Centre National de la Recherche Scientifique (CNRS),15/10/2014,,,fragile x syndrome,http://purl.obolibrary.org/obo/DOID_14261,,http://www.orpha.net/ORDO/Orphanet_908,D005600,Q221472,Q221472,Q221472
93,"(3S)-1-azabicyclo[2.2.2]oct-3-yl{2-[2-(4-fluorophenyl)-1,3-thiazol-4-yl]propan-2-yl}carbamate",EU/3/14/1310,Treatment of Fabry disease,Genzyme Europe B.V.,22/08/2014,,Q27077129,fabry disease,http://purl.obolibrary.org/obo/DOID_14499,,http://www.orpha.net/ORDO/Orphanet_324,D000795,Q615645,,Q615645
94,"(3S)-1-azabicyclo[2.2.2]oct-3-yl{2-[2-(4-fluorophenyl)-1,3-thiazol-4-yl]propan-2-yl}carbamate",EU/3/14/1374,Treatment of Gaucher disease,Genzyme Europe B.V.,19/11/2014,,Q27077129,gaucher disease,http://purl.obolibrary.org/obo/DOID_1926,,http://www.orpha.net/ORDO/Orphanet_355,D005776,Q861645,Q861645,Q861645
95,(3S)-3-{4-[7-(aminocarbonyl)-2H-indazol-2-yl] phenyl} piperidine tosylate monohydrate salt,EU/3/10/760,Treatment of ovarian cancer,TESARO U.K. Limited,04/08/2010,,,ovarian cancer,http://purl.obolibrary.org/obo/DOID_2394,,http://www.orpha.net/ORDO/Orphanet_213500,D010051,Q172341,,Q172341
96,(3S)-3-{4-[7-(aminocarbonyl)-2H-indazol-2-yl] phenyl} piperidine tosylate monohydrate salt,EU/3/10/787,Treatment of mantle cell lymphoma,TESARO U.K. Limited,01/10/2010,,,mantle cell lymphoma,http://purl.obolibrary.org/obo/DOID_0050746,,http://www.orpha.net/ORDO/Orphanet_52416,D020522,Q268713,,
97,4-[123I]iodo-L-phenylalanine,EU/3/06/386,Diagnosis of glioma,Therapeia GmbH & Co. KG,25/07/2006,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
98,4-[131I]iodo-L-phenylalanine,EU/3/06/363,Treatment of glioma,Therapeia GmbH & Co. KG,11/04/2006,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
99,"4-[[(1S,4S)-5-[[4-[4-(oxazol-2-yl)phenoxy]phenyl]methyl]-2,5-diazabicyclo[2.2.1]hept-2-yl]methyl]benzoic acid",EU/3/14/1363,Treatment of cystic fibrosis,Coté Orphan Consulting UK Limited,19/11/2014,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
100,"4-[2-(6-methylpyridin-2-yl)-5,6-dihydro-4H-pyrrolo[1,2-b]pyrazol-3-yl]-quinoline-6-carboxamide monohydrate",EU/3/13/1109,Treatment of hepatocellular carcinoma,Eli Lilly Nederland B.V.,13/03/2013,,,hepatocellular carcinoma,http://purl.obolibrary.org/obo/DOID_684,http://purl.obolibrary.org/obo/HP_0001402,http://www.orpha.net/ORDO/Orphanet_88673,D006528,Q1148337,,Q1148337
101,"4-[2-(6-methylpyridin-2-yl)-5,6-dihydro-4H-pyrrolo[1,2-b]pyrazol-3-yl]-quinoline-6-carboxamide monohydrate",EU/3/13/1120,Treatment of glioma,Eli Lilly Nederland B.V.,26/04/2013,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
102,"4’-[(2-butyl-4-oxo-1,3-diazaspiro[4.4]non-1-en-3-yl)methyl]-N-(4,5-dimethyl-3-isoxazolyl)-2’-(ethoxymethyl)-[1,1’-biphenyl]-2-sulfonamide",EU/3/15/1574,Treatment of focal segmental glomerulosclerosis,Retrophin Europe Limited,11/11/2015,,Q27896056,focal segmental glomerulosclerosis,http://purl.obolibrary.org/obo/DOID_1312,http://purl.obolibrary.org/obo/HP_0000097,,D005923,Q1435223,,Q1435223
103,"4-[(2E)-1-oxo-3-(2,6,6-trimethyl-1-cyclohexen-1-yl)-2-propen-1-yl]-1-piperazinecarboxamide",EU/3/16/1658,Treatment of retinitis pigmentosa,Shire Pharmaceuticals Ireland Limited,30/05/2016,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
104,"4-{[(2R,3S,4R,5S)-4-(4-chloro-2-fluoro-phenyl)-3-(3-chloro-2-fluoro-phenyl)-4-cyano-5-(2,2-dimethyl-propyl)-pyrrolidine-2-carbonyl]-amino}-3-methoxy-benzoic acid",EU/3/14/1328,Treatment of acute myeloid leukaemia,Roche Registration Limited,22/08/2014,,,acute myeloid leukemia,http://purl.obolibrary.org/obo/DOID_9119,http://purl.obolibrary.org/obo/HP_0004808,http://www.orpha.net/ORDO/Orphanet_519,D015470,Q264118,,Q264118
105,4-[3-(methylsulfonyl)phenyl]-1-propylpiperidine x HCl,EU/3/05/288,Treatment of Huntington's disease,Teva GmbH,20/06/2005,,,huntingtons disease,http://purl.obolibrary.org/obo/DOID_12858,,,D006816,Q190564,,Q190564
106,"4-(4-{[2-(4-chlorophenyl)-4,4-dimethylcyclohex-1-en-1-yl]methyl}piperazin-1-yl)-N-({3-nitro-4-[(tetrahydro-2H-pyran-4-ylmethyl)amino]phenyl}sulfonyl)-2-(1H-pyrrolo[2,3-b]pyridin-5-yloxy)benzamide",EU/3/12/1080,Treatment of chronic lymphocytic leukaemia,AbbVie Ltd,06/12/2012,,,chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/DOID_1040,http://purl.obolibrary.org/obo/HP_0005550,,D015451,Q1088156,,Q1088156
107,4-(4-Methoxy-phenylamino)-6-methylcarbamyl-quinoline-3-carboxylic acid,EU/3/14/1279,Prevention of scarring post glaucoma filtration surgery,Clanotech AB,04/06/2014,,,scarring post glaucoma filtration surgery,,,,,,,
108,"4,6,4’–trimethylangelicin",EU/3/13/1137,Treatment of cystic fibrosis,Rare Partners srl Impresa Sociale,19/06/2013,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
109,"4,7,10,13,16,19-docosahexaenoic acid",EU/3/06/412,Treatment of retinitis pigmentosa,Natac Pharma S.L.,03/11/2006,,,retinitis pigmentosa,http://purl.obolibrary.org/obo/DOID_10584,http://purl.obolibrary.org/obo/HP_0000510,http://www.orpha.net/ORDO/Orphanet_791,D012174,Q847057,Q847057,Q847057
110,"4-[[9-[(3S)-tetrahydro-3-furanyl]-8-[(2,4,6-trifluorophenyl)amino]-9H-purin-2-yl]amino]-trans-cyclohexanol",EU/3/11/934,Treatment of idiopathic pulmonary fibrosis,Celgene Europe Limited,09/12/2011,,,idiopathic pulmonary fibrosis,http://purl.obolibrary.org/obo/DOID_0050156,,http://www.orpha.net/ORDO/Orphanet_2032,D054990,Q2290446,,Q2290446
111,"4-Amino-1-[5-O-[(2R,4S)-2-oxido-4-(4-pyridinyl)-1,3,2-dioxaphosphorinan-2-yl]-ß-D-arabinofuranosyl]-2(1H)-pyrimidinone",EU/3/07/477,Treatment of hepatocellular carcinoma,Interface International Consultancy Limited,14/09/2007,,,hepatocellular carcinoma,http://purl.obolibrary.org/obo/DOID_684,http://purl.obolibrary.org/obo/HP_0001402,http://www.orpha.net/ORDO/Orphanet_88673,D006528,Q1148337,,Q1148337
112,4-amino-5-oxo-4 (pyridinium-1-ylmethyl) proline,EU/3/06/356,Treatment of renal cell carcinoma,Prodimed S.A.,16/02/2006,,,renal cell carcinoma,http://purl.obolibrary.org/obo/DOID_4450,http://purl.obolibrary.org/obo/HP_0005584,http://www.orpha.net/ORDO/Orphanet_217071,D002292,Q1164529,,Q18975905
113,"4-amino-(6R,S)-5,6,7,8-tetrahydro-L-biopterin dihydrochloride",EU/3/06/390,Treatment of moderate and severe traumatic brain injury,vasopharm GmbH,28/08/2006,,,moderate and severe traumatic brain injury,,,,,,,
114,[4-aminobutanoic acid-glycyl-L-glutaminyl-L-arginyl-L-.alpha.-glutamyl-L-threonyl-L-prolyl-L-.alpha.-glutamylglycyl-L-alanyl-L-.alpha.-glutamyl-L-alanyl-L-lysyl-L-prolyl-L-tryptophyl-L-tyrosyl-L-aspartyl](cyclo 1-Dgamma17),EU/3/15/1592,Treatment of pseudohypoaldosteronism type 1B,Apeptico Forschung und Entwicklung GmbH,14/12/2015,,,pseudohypoaldosteronism type 1b,,,,,,,
115,"4-ethoxy-2-(piperazin-1-yl)-7-(pyridin-4-yl)-5H-pyrimido[5,4-b]indol",EU/3/07/487,Treatment of chronic lymphocytic leukaemia,BlackSwan Pharma GmbH,14/11/2007,,,chronic lymphocytic leukemia,http://purl.obolibrary.org/obo/DOID_1040,http://purl.obolibrary.org/obo/HP_0005550,,D015451,Q1088156,,Q1088156
116,"4-imino-1, 3-diazobicyclo-[3.1.0]-hexan-2-one",EU/3/05/299,Treatment of pancreatic cancer,ICON Clinical Research (U.K.) Limited,27/07/2005,,,pancreatic cancer,http://purl.obolibrary.org/obo/DOID_1793,http://purl.obolibrary.org/obo/HP_0002894,,D010190,Q212961,,Q212961
117,"(4R,5R)-1-[[4-[[4-[3,3-dibutyl-7-(dimethylamino)-2,3,4,5-tetrahydro-4-hydroxy-1,1-dioxido-1-benzothiepin-5-yl]phenoxy]methyl]phenyl]methyl]-4-aza-1-azoniabicyclo[2.2.2]octane chloride",EU/3/13/1214,Treatment of Alagille syndrome,Shire Pharmaceutical Ireland limited,18/12/2013,,,alagille syndrome,http://purl.obolibrary.org/obo/DOID_9245,,http://www.orpha.net/ORDO/Orphanet_52,D016738,Q1544408,,Q1544408
118,"(4R,5R)-1-[[4-[[4-[3,3-dibutyl-7-(dimethylamino)-2,3,4,5-tetrahydro-4-hydroxy-1,1-dioxido-1-benzothiepin-5-yl]phenoxy]methyl]phenyl]methyl]-4-aza-1-azoniabicyclo[2.2.2]octane chloride",EU/3/13/1215,Treatment of primary biliary cirrhosis,Shire Pharmaceutical Ireland limited,18/12/2013,,,primary biliary cirrhosis,http://purl.obolibrary.org/obo/DOID_12236,http://purl.obolibrary.org/obo/HP_0002613,http://www.orpha.net/ORDO/Orphanet_186,D008105,Q1072420,Q1072420,Q1072420
119,"(4R,5R)-1-[[4-[[4-[3,3-dibutyl-7-(dimethylamino)-2,3,4,5-tetrahydro-4-hydroxy-1,1-dioxido-1-benzothiepin-5-yl]phenoxy]methyl]phenyl]methyl]-4-aza-1-azoniabicyclo[2.2.2]octane chloride",EU/3/13/1216,Treatment of progressive familial intrahepatic cholestasis,Shire Pharmaceutical Ireland limited,18/12/2013,,,progressive familial intrahepatic cholestasis,,,http://www.orpha.net/ORDO/Orphanet_172,,,Q6058436,
120,"(4R,5R)-1-[[4-[[4-[3,3-dibutyl-7-(dimethylamino)-2,3,4,5-tetrahydro-4-hydroxy-1,1-dioxido-1-benzothiepin-5-yl]phenoxy]methyl]phenyl]methyl]-4-aza-1-azoniabicyclo[2.2.2]octane chloride",EU/3/13/1217,Treatment of primary sclerosing cholangitis,Shire Pharmaceutical Ireland limited,18/12/2013,,,primary sclerosing cholangitis,http://purl.obolibrary.org/obo/DOID_0060643,,http://www.orpha.net/ORDO/Orphanet_171,D015209,Q1058608,,Q18554727
121,"505 amino acid protein, corresponding to amino acids 2-506 of the wild type human histidyl-tRNA synthetase",EU/3/15/1448,Treatment of facioscapulohumeral muscular dystrophy,Voisin Consulting S.A.R.L.,12/02/2015,,,facioscapulohumeral muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11727,,http://www.orpha.net/ORDO/Orphanet_269,D020391,Q1399182,,Q1399182
122,"5,10,15,20-tetrakis(2,6-difluoro-3-N-methylsulfamoylphenyl)bacteriochlorin",EU/3/15/1470,Treatment of biliary tract cancer,Luzitin S.A,19/03/2015,,,biliary tract cancer,http://purl.obolibrary.org/obo/DOID_4607,,,D001661,Q18556397,,Q18556397
123,"[5,10,15,20-tetrakis(4-carboxyphenyl)-21H,23H-porphine]manganese(III) chloride",EU/3/16/1809,Treatment of Cockayne syndrome,Institut Pasteur,12/01/2017,,,cockayne syndrome,http://purl.obolibrary.org/obo/DOID_2962,,http://www.orpha.net/ORDO/Orphanet_132271,D003057,Q914389,,Q914389
124,"5-[1-(2,6-dichlorobenzyl)piperidin-4-ylmethoxy]quinazoline-2,4-diamine dihydrochloride",EU/3/11/892,Treatment of 5q spinal muscular atrophy,Repligen Europe Limited,30/08/2011,,,5q spinal muscular atrophy,,,,,,,
125,"5-[1-(2,6-dichlorobenzyl)piperidin-4-ylmethoxy]quinazoline-2,4-diamine dihydrochloride",EU/3/13/1136,Treatment of 5q spinal muscular atrophy,Sirius Regulatory Consulting Limited,07/06/2013,,,5q spinal muscular atrophy,,,,,,,
126,"5-[4-[2-(5-(1-hydroxyethyl)-2-pyridinyl)ethoxy]benzyl]-2,4-thiazolidinedione hydrochloride",EU/3/16/1770,Treatment of adrenoleukodystrophy,Minoryx Therapeutics S.L.,18/11/2016,,,adrenoleukodystrophy,http://purl.obolibrary.org/obo/DOID_10588,,http://www.orpha.net/ORDO/Orphanet_117677,D000326,Q366964,,Q366964
127,"5,5'-(4-(trifluromethyl)benzylazanediyl)bis(methylene)diquinolin-8-ol",EU/3/14/1408,Treatment of glioma,Prof. Olivier Blin,16/12/2014,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
128,"[5-(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-ylmethyl)-pyridin-2-yl]-(6-trifluoromethyl-pyridin-3-ylmethyl)-amine hydrochloride",EU/3/15/1457,"Treatment of tenosynovial giant cell tumour, localised and diffuse type",Daiichi Sankyo Europe GmbH,19/03/2015,,,"tenosynovial giant cell tumor, localised and diffuse type",,,,,,,
129,"5,6,7,8-Tetrahydrobiopterin",EU/3/03/163,Treatment of hyperphenylalaninemia,Orphanetics Pharma Entwicklungs GmbH,02/10/2003,,Q419808,hyperphenylalaninemia,,http://purl.obolibrary.org/obo/HP_0004923,http://www.orpha.net/ORDO/Orphanet_238583,D010661,,Q7706537,Q5958471
130,"5,7-dichloro-2-dimethylaminomethyl-8-hydroxyquinoline hydrochloride",EU/3/15/1497,Treatment of Huntington&#8217;s disease,Prana Biotechnology UK Limited,21/05/2015,,,huntingtons disease,http://purl.obolibrary.org/obo/DOID_12858,,,D006816,Q190564,,Q190564
131,5'-ASCSASTSCSASGSTSCSTSGSASUSASASGSCSTSA-3',EU/3/15/1451,Treatment of Alport syndrome,CTI Clinical Trial and Consulting Services Europe GmbH,19/03/2015,,,alport syndrome,http://purl.obolibrary.org/obo/DOID_10983,,http://www.orpha.net/ORDO/Orphanet_63,D009394,Q1331116,,Q1331116
132,"[5-amino-1-(4-fluoro-phenyl)-1H-pyrazol-4-yl]-[3-(2,3-dihydroxy-propoxy)-phenyl]-methanone",EU/3/14/1323,Treatment of pancreatic cancer,Synovo GmbH,22/08/2014,,,pancreatic cancer,http://purl.obolibrary.org/obo/DOID_1793,http://purl.obolibrary.org/obo/HP_0002894,,D010190,Q212961,,Q212961
133,5-aminolevulinic acid,EU/3/16/1811,Treatment of glioma,Centre Hospitalier Universitaire de Lille,12/01/2017,,,glioma,http://purl.obolibrary.org/obo/DOID_3070,http://purl.obolibrary.org/obo/HP_0009733,http://www.orpha.net/ORDO/Orphanet_182067,D005910,Q1365309,Q1365309,Q18556612
135,"5-bromo-N-(prop-2-yn-1-yl)-2-(1H-1,2,4-triazol-1-yl)pyrimidine-4,6-diamine",EU/3/14/1392,Treatment of Huntington&#8217;s disease,Palobiofarma S.L.,16/12/2014,,,huntingtons disease,http://purl.obolibrary.org/obo/DOID_12858,,,D006816,Q190564,,Q190564
136,5-(ethylsulfonyl)-2-(naphthalen-2-yl)benzo[d]oxazole,EU/3/08/591,Treatment of Duchenne muscular dystrophy,Summit (Oxford) Limited,04/12/2008,,,duchenne muscular dystrophy,http://purl.obolibrary.org/obo/DOID_11723,,http://www.orpha.net/ORDO/Orphanet_98896,D020388,Q1648484,,Q1648484
137,5-methyl-pyridine-2-sulfonic acid {6-(2-hydroxy-ethoxy)-5-(2-methoxy-phenoxy)-2-[2-(1H-tetrazol-5-yl)-pyridin-4-yl]-pyrimidin-4-yl}-amide sodium salt,EU/3/03/182,Treatment of aneurysmal subarachnoid haemorrhage,Actelion Registration Ltd,12/12/2003,,,aneurysmal subarachnoid hemorrhage,,,,D013345,,,Q693442
138,5'-O-(trans-9'-octadecenoyl)-1-ß-D-arabinofuranosyl cytosine,EU/3/07/476,Treatment of acute myleoid leukaemia,Aqualis ASA,14/09/2007,,,acute myleoid leukemia,,,,,,,
139,"(5R,5aR,8aR,9S)-9-[[4,6-O-[(R)-Ethylidene]-(-D-glucopyranosyl]-oxy]-5-(4-({[(2,2-dimethyl-1,3-dioxolan-4-yl)methoxy]carbonyl}oxy)-3,5-dimethoxyphenyl)-5,8,8a,9-tetrahydroisobenzofuro[5,6-f][1,3]benzodioxol-6(5aH)-one",EU/3/14/1270,Treatment of biliary tract cancer,CellAct Pharma GmbH,04/06/2014,,,biliary tract cancer,http://purl.obolibrary.org/obo/DOID_4607,,,D001661,Q18556397,,Q18556397
140,5(S)-(2'-hydroxy ethoxy)-20(S)- camptothecin,EU/3/07/450,Treatment of osteosarcoma,Dr Reddy's Laboratories (UK) Limited,08/06/2007,,,osteosarcoma,http://purl.obolibrary.org/obo/DOID_3347,http://purl.obolibrary.org/obo/HP_0002669,http://www.orpha.net/ORDO/Orphanet_668,D012516,Q549534,,Q549534
141,"(5S,8S,10aR)-N-benzhydryl-5-((S)-2-(methylamino)propanamido)-3-(3-methylbutanoyl)-6-oxodecahydropyrrolo[1,2-a][1,5]diazocine-8-carboxamide",EU/3/15/1576,Treatment of ovarian cancer,"ASPHALION, SL",11/11/2015,,,ovarian cancer,http://purl.obolibrary.org/obo/DOID_2394,,http://www.orpha.net/ORDO/Orphanet_213500,D010051,Q172341,,Q172341
142,"68Ga-2,2'-(7-(4-((S)-1-((4S,7S,10S,13R,16S,19R)-4-((R)-1-amino-3-(4-hydroxyphenyl)-1-oxopropan-2-ylcarbamoyl)-10-(4-aminobutyl)-16-(4-((S)-2,6-dioxohexahydropyrimidine-4-carboxamido)benzyl)-7-((R)-1-hydroxyethyl)-6,9,12,15,18-pentaoxo-13-(4-ureidobenzyl)-1,2-dithia-5,8,11,14,17-pentaazacycloicosan-19-ylamino)-3-(4-chlorophenyl)-1-oxopropan-2-ylamino)-1-carboxy-4-oxobutyl)-1,4,7-triazonane-1,4-diyl)diacetic acid",EU/3/14/1246,Diagnosis of gastro-entero-pancreatic neuroendocrine tumours,Ipsen Pharma,19/02/2014,,,gastroenteropancreatic neuroendocrine tumors,,,,,,,
143,68Ga-DOTA-pABzA-DIG-dPhe-Gln-Trp-Ala-Val-Gly-His-NHCH[(CH2-CH(CH3)2]2,EU/3/16/1794,Diagnosis of gastrointestinal stromal tumours,Advanced Accelerator Applications,12/12/2016,,,gastrointestinal stromal tumors,,http://purl.obolibrary.org/obo/HP_0100723,,D046152,,,Q1495661
144,6alpha-ethyl-chenodeoxycholic acid,EU/3/10/753,Treatment of primary biliary cirrhosis,Intercept Pharma Ltd,27/07/2010,,,primary biliary cirrhosis,http://purl.obolibrary.org/obo/DOID_12236,http://purl.obolibrary.org/obo/HP_0002613,http://www.orpha.net/ORDO/Orphanet_186,D008105,Q1072420,Q1072420,Q1072420
145,"(6aR, 10aR)-3-(1',1'-dimethylheptyl)-delta-8-tetrahydro-cannabinol-9-carboxylic acid",EU/3/16/1808,Treatment of systemic sclerosis,TMC Pharma Services Ltd,12/01/2017,,,systemic sclerosis,http://purl.obolibrary.org/obo/DOID_418,,http://www.orpha.net/ORDO/Orphanet_90291,D012595,Q5340515,,Q5340515
146,"(6aR,10aR)-3-(1',1'-dimethylheptyl)-delta-8-tetrahydrocannabinol-9-carboxylic acid",EU/3/16/1736,Treatment of cystic fibrosis,TMC Pharma Services Ltd,14/10/2016,,,cystic fibrosis,http://purl.obolibrary.org/obo/DOID_1485,,http://www.orpha.net/ORDO/Orphanet_586,D003550,Q178194,,Q178194
